FBgn	gene	chromosome	start	stop	BS40	BS43	BS46	BS49	BS54	BS55	BS58	BS62	BS66	BS67	BS71	BS73	BS107	BS111	BS113	BS196	BS200	BS203	BS129	BS133	BS136	BS137	BS140	BS143	BS150	BS156	BS162	BS153	BS159	BS165
FBgn0033055	CG7861	chr2R	1930036	1932537	30.24009	35.99059	25.61695	23.2999	22.62506	22.3694	22.1349	12.69774	13.19158	11.20073	12.2136	15.2746	12.69609	10.95598	7.29505	11.948	16.16841	21.84508	21.53253	22.93289	28.05932	21.54812	15.15977	11.52401	19.14071	21.16819	21.52192	12.73921	20.42126	20.50649
FBgn0035233	CG7864	chr3L	1558234	1559863	20.3492	10.4617	10.5699	8.70165	8.18156	7.4712	6.47191	4.15905	3.82424	4.20355	3.14653	4.68589	4.83479	6.48339	5.60653	8.00013	6.5558	6.92106	6.4017	8.01033	9.68047	6.70528	5.22326	5.59738	7.9918	10.1765	9.82932	7.79641	13.5853	13.5107
FBgn0030658	CG7872	chrX	15472122	15473896	102.949	129.616	45.1315	55.351	69.4344	92.8017	70.5462	82.2917	58.1454	45.6802	37.4334	31.4502	61.1032	61.8974	46.6464	32.1299	33.2143	28.1689	26.1934	15.6491	21.7741	23.9779	18.6107	19.6493	26.7287	29.253	37.1447	45.8476	51.6292	59.2442
FBgn0037549	CG7878	chr3R	3948264	3950995	57.5381	11.7543	36.2162	42.46668	31.87468	15.78796	14.2651	11.98408	12.34688	8.71605	10.7047	11.01783	28.9268	26.87202	22.87947	21.4474	26.88679	28.8088	26.3679	27.77695	34.9776	28.93737	19.39335	24.1266	23.74312	29.59134	37.1002	53.0265	57.46313	57.1076
FBgn0035235	CG7879	chr3L	1559799	1568696	5.95734	17.31285	10.36254	13.10264	8.97935	6.36256	8.24589	5.24448	4.80369	4.81525	3.76278	4.29002	3.43713	3.65289	2.62618	2.93048	5.14526	6.3233	6.10824	6.46212	9.52771	6.78107	4.40931	2.7438	3.21167	3.762	4.22211	4.08174	4.45728	4.73848
FBgn0033048	CG7881	chr2R	1847855	1854406	0.0176889	0.015753	0.0821225	0.0826086	0.177967	0.2458527	0.316422	1.1904741	3.200914	6.15942	6.13732	8.32111	3.653222	5.81385	2.992444	5.593464	1.058387	0.374243	0.2686797	0.1273739	0.10317	0.1998431	0.1222472	1.708921	4.431065	7.19685	6.26971	2.817219	1.854566	2.59487
FBgn0033047	CG7882	chr2R	1844926	1847688	0.0194524	0.0222218	0.0161622	0.0330341	0.0199332	0.0303758	0.0427327	0.0833955	0.1324169	0.457618	1.991167	2.598899	17.05168	24.58076	25.38185	25.80854	25.68636	14.46469	11.71885	0.703059	1.050241	0.832215	0.95739	0.913418	47.9534	41.4751	47.2789	25.90741	13.09402	18.22773
FBgn0031001	CG7884	chrX	19114656	19130028	2.02168	49.37136	71.3511	47.83104	20.86466	2.427671	2.013754	11.05034	15.07868	5.80267	0.896146	1.001301	1.082468	10.1763	3.76468	0.52426	0.988398	0.890699	0.921109	4.89662	3.12036	29.9711	8.66433	1.679349	0.5791	0.337035	0.488498	0.85572	0.477064	0.495286
FBgn0038248	CG7886	chr3R	10452393	10468357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.3686	20.4897	23.4605	23.0134	45.5832	75.8578	80.8659	74.2738	66.8582	112.011	160.84	178.134	0.0	0.0	0.0
FBgn0036116	CG7888	chr3L	11047083	11052759	0.0832453	0.101073	0.048715	0.0550863	0.1251202	0.829351	1.039942	2.153162	18.7075	37.7769	56.15351	70.8832	35.2092	9.79558	8.049685	4.52113	6.70404	13.337558	45.84541	38.65899	12.8808	15.78293	38.2685	104.1603	32.2573	30.1238	31.09147	24.2156	24.51104	19.20159
FBgn0031003	CG7889	chrX	19137572	19139257	33.5283	9.09158	20.4546	21.1723	17.5467	18.0152	12.6479	11.8623	7.87803	4.84472	5.10066	5.07451	18.666	14.9745	13.9371	9.25	10.899	11.8805	11.6684	8.56114	11.6231	8.46951	4.08516	5.57129	5.5094	7.89637	10.635	19.216	22.7382	26.5263
FBgn0039728	CG7896	chr3R	25809145	25816805	0.2237645	0.2766287	0.2753155	2.24415	4.17628	24.2701	33.6987	35.25843	82.5208	36.86604	6.86129	8.85518	8.37845	25.5416	9.12419	6.20669	8.5271	9.79235	13.61077	14.06693	28.8437	65.3073	15.28647	3.83229	6.10709	0.326779	0.1595558	3.80372	0.1039578	0.0879338
FBgn0037548	CG7900	chr3R	3919835	3930805	0.10965	0.0	2.14777	0.67697	0.858026	1.0037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.64493	2.10394	1.02424	0.0	0.0	0.0	0.0	0.870868	1.17143	0.0	0.723359	0.888689	0.0	0.0	0.0	0.13576
FBgn0039730	CG7903	chr3R	25819174	25820969	37.83507	24.1476	37.6569	37.80971	25.33684	21.69803	21.0019	13.46469	11.24955	9.71894	6.94045	7.63128	10.709	10.66881	7.91648	9.70061	13.34289	14.7515	13.88372	12.54538	18.3066	19.99424	12.6402	8.37947	11.36466	11.5886	14.282	15.59677	21.78831	24.1062
FBgn0036417	CG7906	chr3L	14229559	14232007	0.0	0.0	0.00805408	0.0	0.201443	0.0340585	0.282026	0.0366326	0.011504	0.0250959	0.314153	0.135112	0.3334686	0.0340548	0.0188942	0.276263	18.73564	528.423	3030.585	10.3804	13.6965	0.3270593	0.062203	0.1860877	0.755759	0.359213	0.2113401	0.488976	0.0923056	0.0495078
FBgn0038887	CG7907	chr3R	17229356	17232416	0.00692275	0.0158167	0.0920297	0.0999282	0.0283756	0.0162153	0.0130353	0.0174409	0.0164313	0.00597411	0.0	0.0	0.00527216	0.0	0.46777	1.97946	3.424419	3.99769	4.515141	6.73434	10.05949	8.549	5.56992	3.32933	7.8178	13.64514	10.68636	0.00482145	0.0	0.00785693
FBgn0037547	CG7910	chr3R	3912958	3915293	0.0184969	0.147913	0.466175	0.376939	0.303267	1.87745	3.53515	4.80761	6.79763	6.48865	2.35079	2.98634	2.15527	5.58506	7.11446	4.62176	2.82968	3.42733	4.08681	6.16916	8.75301	15.0648	63.6706	45.1063	117.558	179.131	178.652	46.3639	37.9979	41.6606
FBgn0039735	CG7911	chr3R	25829361	25830608	268.218	166.37	241.391	284.139	237.835	151.769	126.882	67.562	53.2514	27.7435	35.396	36.2338	175.939	162.284	100.169	75.6745	81.5291	110.063	98.5134	104.872	107.385	50.5384	30.7029	42.0264	29.6043	37.0692	45.4131	180.067	267.132	264.89
FBgn0039736	CG7912	chr3R	25831616	25834925	0.0	0.0	6.13353	10.9	0.0	0.0	0.0	1.72506	1.53491	1.52269	3.61476	2.46072	10.6728	5.98786	3.2624	3.30457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0331	2.97396	3.09757	0.0	0.0	0.0
FBgn0030995	CG7914	chrX	19086533	19087481	6.83278	1.79256	3.76273	7.03292	4.62031	2.40379	1.89497	2.60215	1.98007	2.02263	1.84279	1.38425	3.37329	2.89034	1.90995	3.07421	4.15317	3.84602	3.82818	3.43186	4.71824	3.38789	2.68714	2.80723	3.51496	3.43083	4.58785	5.14613	6.18039	6.67275
FBgn0028534	CG7916	chr2L	13846708	13847874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0087	29.1494	33.1114	82.8182	134.579	121.024	327.218	238.553	267.994	170.757	0.886271	0.0	0.0	0.0	1.04918	245.838	362.678	228.386	236.285	203.786	87.2489
FBgn0037546	CG7918	chr3R	3884925	3912774	0.0115144	0.0482303	0.121181	0.0665566	0.0550622	0.0659278	0.0939517	0.631749	1.49402	2.00387	2.72675	3.0285	2.99608	0.975064	0.254355	0.1468232	0.2570424	0.22402	0.202512	0.83141	1.97061	4.52255	3.07765	1.72141	1.38971	1.48603	1.59967	0.598779	0.185025	0.191667
FBgn0039737	CG7920	chr3R	25836131	25841179	91.9764	7.66738	7.05204	17.975	28.328	55.4417	63.8064	163.539	218.717	264.908	297.529	288.067	504.839	383.158	521.433	312.637	140.234	78.6856	84.5785	202.036	181.916	217.384	394.177	471.461	576.177	610.085	714.774	476.278	231.388	227.611
FBgn0038889	CG7922	chr3R	17307922	17313190	11.2683	1.3536	4.49499	5.5005	4.71301	2.51372	4.24454	1.9574	2.54103	2.43861	2.38766	2.92461	1.6148	1.92132	1.82332	3.07765	4.30977	5.74522	5.73265	6.40944	7.19921	5.88915	4.54096	2.87217	5.84856	6.81046	6.2123	4.3081	10.8981	10.2585
FBgn0036416	CG7924	chr3L	14226416	14227908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.4491	662.067	4497.74	11.9039	21.5991	0.0	1.0809	1.72996	0.0	0.0	0.0	0.0	0.0	0.0
FBgn0027549	CG7927	chr3L	8103299	8106478	56.4378	84.2058	50.53721	37.0138	35.47272	31.61939	31.75951	32.90159	29.37424	22.1408	40.0895	36.86791	23.8858	24.562	22.5772	26.7174	34.8724	37.95051	34.39858	32.43925	41.86239	41.80234	37.84581	31.46183	52.20604	66.07511	70.0013	26.906	39.3379	38.9155
FBgn0039740	CG7928	chr3R	25860761	25862568	37.3497	46.0021	25.3108	24.894	23.8616	18.0682	15.8768	16.4978	13.4862	9.86554	19.5727	16.3616	6.46782	5.69631	3.96333	5.34678	8.0504	9.5337	10.6653	9.78542	13.5062	9.72128	5.07029	3.86091	4.977	6.07639	7.16754	11.1741	18.2358	19.1862
FBgn0039741	CG7943	chr3R	25872197	25874435	70.7009	38.2312	22.1086	20.8685	20.4518	27.7313	24.3804	23.8634	23.9222	24.8657	24.3941	25.1334	27.8961	26.3926	23.1682	10.9819	8.65168	10.35	10.3548	7.30261	9.09808	10.8766	15.3904	14.4072	14.8676	13.7632	15.188	32.6299	48.0074	46.936
FBgn0036505	CG7945	chr3L	15513411	15517238	58.489	66.28569	59.01038	49.35178	51.15578	44.24971	42.95058	24.732942	27.75841	21.431	19.973332	24.857161	17.336532	19.36426	16.165934	26.797229	37.346989	49.09556	43.14105	46.215645	55.1023	59.93576	43.279318	29.657164	47.39808	59.62562	59.3074	22.67638	41.213	39.828743
FBgn0039743	CG7946	chr3R	25875090	25880448	44.294	81.08963	85.14753	75.7749	60.7625	45.7294	33.47499	19.8931	15.7754	11.8505	15.638	16.06704	12.035092	13.9169	9.16109	11.6397	17.09274	21.78878	19.4302	26.4344	33.2131	21.6304	12.443668	9.731838	14.1002	18.8925	16.343635	13.8399	24.1756	23.2634
FBgn0036107	CG7949	chr3L	10875581	10876694	29.4789	13.0522	12.6881	19.1674	19.3806	24.099	19.5643	14.29476	14.3053	9.42906	12.97	12.33294	25.12764	15.6372	12.216	11.0065	13.8903	30.8308	41.30382	17.7833	16.7021	18.3487	13.2402	11.77491	10.4256	13.41834	15.56595	17.79956	23.061	24.77
FBgn0260468	CG7950	chr3R	25882574	25883853	12.2768	4.71011	10.3725	12.0544	16.9196	21.0523	14.7623	14.9463	16.3799	6.22421	6.55187	21.43445	58.4869	11.2567	13.5701	3.14666	13.15715	3.7699	3.76064	15.98618	19.54565	6.20232	22.9251	4.35962	5.14328	8.29515	7.9759	7.18392	14.557	19.677
FBgn0028533	CG7953	chr2L	13847895	13849211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.28789	20.4364	20.1466	170.455	228.893	244.053	839.813	777.594	1040.99	998.907	5.19725	2.22566	0.0	0.0	1.69462	171.574	290.884	201.729	194.856	197.794	86.4506
FBgn0038890	CG7956	chr3R	17346632	17353676	16.43738	19.81264	34.45777	17.564	13.734428	10.11538	12.299064	11.276428	16.45124	19.50151	13.75465	17.57739	8.546844	5.832127	4.848179	8.136991	13.971694	19.291684	21.79681	24.39054	18.48444	13.101478	12.390184	31.10958	14.06845	13.68842	14.412142	12.040114	14.384567	14.32296
FBgn0038115	CG7966	chr3R	8875039	8877186	13.3454	0.796209	1.03161	4.9285	11.6264	17.7083	10.7644	6.08342	8.09068	7.23737	10.252	12.0061	57.161	68.6259	171.499	126.157	38.9812	15.9314	25.7222	20.7139	19.2233	16.7277	7.88636	9.55836	23.3503	18.2578	15.8055	19.3293	21.5567	20.1648
FBgn0035251	CG7967	chr3L	1651330	1652948	54.4576	43.0301	31.6558	34.6774	34.4564	37.1281	31.0936	21.2003	18.6584	18.8273	18.574	24.0664	18.7417	22.2376	21.9846	44.3048	67.3171	81.6693	77.1894	68.6189	75.531	50.807	28.4081	23.2829	29.1384	33.2126	36.9595	31.3591	37.1253	41.8738
FBgn0028532	CG7968	chr2L	13849403	13850330	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.70578	6.91912	13.3278	42.2979	25.1477	64.0602	13.4649	3.67478	0.0	0.0	0.0	0.0	0.0	0.0	12.7075	12.5116	7.65299	12.4465	19.2215	8.90452
FBgn0035252	CG7970	chr3L	1652967	1654210	76.9757	98.8409	86.6375	42.24155	42.41151	34.25253	30.38132	41.8612	63.7809	64.6324	56.3055	48.9563	62.3958	78.3864	91.1381	99.0875	54.3721	44.0179	37.493	50.6786	50.1188	44.4661	38.9885	35.449	56.6661	57.4696	59.6153	64.4661	63.3752	68.3695
FBgn0035253	CG7971	chr3L	1654242	1665105	68.1977	102.851	85.74803	77.558	67.5435	51.0959	56.6771	48.3332	40.83979	36.04397	60.2648	51.15322	35.26396	25.27012	15.21963	14.6269	24.76453	25.10277	25.31075	37.7456	59.09073	50.85109	29.37484	17.50801	31.70062	35.1418	36.18499	27.90457	41.73125	44.74502
FBgn0035254	CG7974	chr3L	1665119	1666594	21.9176	28.3135	23.9142	23.1049	20.4537	19.19	13.7134	12.537	8.58308	5.55531	10.7042	8.63533	5.2805	4.87264	3.6899	4.33931	6.95332	7.70088	7.61667	9.56236	11.6797	9.73783	6.71714	5.82211	7.68907	10.5706	12.0074	7.93005	11.8707	11.8901
FBgn0035848	CG7979	chr3L	8173954	8176651	27.2191	19.21295	7.75847	7.96068	9.86869	8.8375	8.54749	7.3232	5.88522	4.18815	3.5604	5.08863	5.90343	6.98655	7.0099	7.96248	9.34115	9.65094	9.90701	10.09226	10.56839	8.01557	6.69964	7.32654	11.425	12.05129	13.08569	12.80446	17.24023	18.99459
FBgn0028499	CG7985	chr3R	14025927	14040742	13.9342	7.36744	3.27779	1.95239	2.15808	2.54466	2.07162	1.87878	1.16909	1.00107	0.807355	0.753902	1.03595	0.958731	0.986974	3.23328	5.23679	6.02614	5.65214	7.79331	13.2574	9.06866	5.94949	3.84716	3.0914	3.56074	4.5787	5.34769	6.37746	6.63774
FBgn0038244	CG7987	chr3R	10396123	10401626	64.4157	15.25635	15.03294	22.4523	24.80683	27.55801	22.43991	17.01088	15.20819	14.73197	20.61378	20.15154	25.84332	14.46629	13.08651	10.2677	13.74152	14.21627	13.67282	15.24211	19.08905	15.31111	13.76968	9.94179	14.73186	15.40343	15.74638	31.9716	48.3905	47.0259
FBgn0038582	CG7988	chr3R	14046247	14047201	2.99247	6.31793	12.8451	15.439	14.1262	11.3191	10.2346	6.80205	7.63291	9.41487	9.01899	12.0088	7.41485	5.18886	4.91368	6.80643	8.87572	13.5087	15.1376	12.9856	13.3831	9.93469	7.84027	6.95958	6.30444	5.62873	5.55673	7.65824	6.73775	6.03309
FBgn0030997	CG7990	chrX	19090089	19096036	0.165575	0.457328	0.559566	1.58201	2.251976	7.070657	13.44341	24.3099	27.58515	28.69557	21.242141	23.41744	20.51303	5.844063	2.005211	1.10409	1.490302	1.615306	1.909001	3.65199	4.144999	8.82257	13.45437	15.52863	10.046828	10.98677	13.95699	7.325631	1.83862	1.863905
FBgn0035260	CG7991	chr3L	1712138	1715471	0.116657	0.109749	0.1908815	1.207771	2.926697	9.96547	9.60461	10.69412	11.78107	6.49018	3.766876	3.189775	5.13572	3.15893	1.18571	0.955999	2.895137	4.06911	5.00885	8.14914	26.2159	15.86715	4.42523	2.955253	1.165578	1.300008	1.398748	0.627002	0.1426433	0.147976
FBgn0031004	CG7992	chrX	19139080	19141553	0.172735	1.01867	5.34173	4.42295	4.46372	4.93742	4.98551	15.2137	26.5643	46.0683	46.0186	51.1693	27.3447	28.752	27.4802	27.78	16.8999	7.87174	4.18945	8.52308	4.04271	2.19667	1.86807	10.5396	15.1299	18.8589	22.6319	16.0238	8.77022	10.11
FBgn0038585	CG7993	chr3R	14049448	14050716	59.8311	81.9638	104.016	96.933	85.5816	70.5539	56.1261	27.7384	21.2918	15.2137	29.8413	30.1958	64.3069	38.3572	22.0711	13.5296	17.1147	20.0751	19.7531	19.0687	22.6503	21.1653	13.1907	11.4693	16.1275	20.8136	20.2818	29.918	48.6197	49.9189
FBgn0037599	CG7994	chr3R	4417209	4419381	0.0	0.0880822	0.0	0.0	0.0	0.0	0.0307553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.134738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FBgn0035266	CG7995	chr3L	1738406	1745756	70.1223	7.943712	9.041844	8.059626	10.162674	11.623406	9.626987	11.807547	23.65699	38.62143	44.24339	52.83056	54.29634	41.868347	48.56436	36.50979	29.80959	26.614949	45.441448	29.465447	30.537584	26.16167	15.11937	46.71488	62.82905	59.14881	57.85437	69.8557	51.98591	54.23038
FBgn0034117	CG7997	chr2R	12228751	12231684	33.9176	40.3993	30.7068	46.80191	78.43842	76.77175	102.92898	100.3709	84.399	45.9587	0.0	0.0	0.0	0.0	29.9753	42.3189	33.6697	21.79589	26.5531	314.7441	150.3205	89.0748	100.261	215.327	13.7831	16.03033	19.55627	16.0959	25.4859	28.4674
FBgn0038587	CG7998	chr3R	14051892	14054671	182.967	11.1773	4.84636	5.85882	11.16324	29.5866	48.0321	97.7756	146.515	270.143	412.132	392.869	609.265	594.606	707.361	401.938	192.445	104.2873	82.8894	92.8957	84.5293	213.163	758.108	981.732	907.145	596.459	317.916	776.401	309.534	252.275
FBgn0035268	CG8001	chr3L	1756118	1759233	31.21633	3.16129	0.916537	1.928114	2.715464	5.8239	5.523248	6.00153	4.90177	4.26709	4.84223	4.65521	6.85565	6.260986	5.54786	9.37428	16.28248	17.03435	16.88412	28.8232	40.9964	37.7129	27.0811	24.2439	39.1807	63.9576	64.7491	13.71787	18.36685	20.19085
FBgn0036096	CG8003	chr3L	10640191	10656256	26.9859	10.6427	35.81576	54.1747	41.5261	35.9829	28.91324	21.1595	13.8122	12.147	15.4301	14.3453	42.69297	31.9825	21.86005	14.39341	18.77268	21.40124	20.8726	23.92469	25.85291	17.15996	10.5061	10.6241	10.70172	12.54871	15.4169	25.9875	30.7429	31.8916
FBgn0036920	CG8004	chr3L	19920282	19921677	44.3067	56.6603	32.5462	31.2483	36.3186	43.1889	32.08165	41.0256	34.448	25.43719	35.9934	31.5027	40.4979	32.1521	26.4446	15.28825	16.02152	18.21864	16.87745	15.13035	18.29941	23.1964	25.73977	22.32757	24.61955	25.58524	24.35579	29.38134	29.2419	30.301
FBgn0035854	CG8005	chr3L	8191275	8193885	9.410092	14.159322	16.361	14.979538	13.065841	15.559295	10.259766	8.4078	5.29901	3.85439	5.86884	5.148479	12.945	9.35066	6.72348	3.570221	4.311402	4.124662	4.075773	4.817746	4.975091	4.788439	2.813282	2.703282	2.4818448	2.378953	3.588979	8.16064	7.90864	10.083789
FBgn0035857	CG8006	chr3L	8204989	8206729	0.0	0.0	0.0	0.0	0.0221786	0.0	0.0	0.0272639	0.0085619	0.0280165	0.0137535	0.033519	0.0164831	0.0	0.0140621	1.9588	3.60508	4.89265	5.23407	9.71166	15.697	16.1663	17.3835	13.2789	26.5988	31.5147	34.8005	0.00753697	0.023713	0.0
FBgn0037600	CG8007	chr3R	4416867	4453062	0.0297658	0.194374	0.907719	2.109566	1.172412	0.3302315	0.1066171	0.5361691	0.930913	1.474852	1.773731	1.800528	1.891795	0.660881	0.116035	0.0582237	0.1972605	0.1171365	0.102187	0.40442	0.950437	1.23884	1.1412162	0.921083	0.812877	1.075176	1.243881	0.420539	0.1700502	0.148643
FBgn0033387	CG8008	chr2R	5045411	5049540	0.0281148	0.2270238	0.2195326	0.1448735	0.2804876	0.4684555	0.509196	0.648274	1.37829	6.213272	2.557874	3.14048	3.732413	2.868304	10.454639	2.653064	1.391325	1.096454	1.187661	6.635819	1.162738	5.752331	8.14886	15.958582	15.554893	17.85302	22.79214	9.358817	5.252955	4.331697
FBgn0036090	CG8009	chr3L	10631249	10632797	36.36104	37.64205	30.99917	23.63237	18.35032	15.30481	18.13303	13.11442	10.155885	6.86993	6.991407	7.57952	11.0239	15.64984	10.44894	12.79828	15.36855	16.250488	16.69837	15.18229	18.96419	16.59077	11.35708	8.546195	14.811135	20.90911	20.06877	14.07505	21.56695	22.12117
FBgn0031008	CG8010	chrX	19160263	19163047	38.2048	40.8817	26.1355	31.77586	37.6361	55.3565	26.7475	25.11895	17.95535	19.3969	33.5035	25.125	41.1038	19.2765	19.4842	6.78542	8.266269	6.56547	5.936365	7.57647	7.76859	7.762195	6.637477	11.934	7.762201	9.651765	12.65606	46.9493	42.3355	43.4391
FBgn0040832	CG8012	chr3L	8208376	8209302	0.0	0.0	0.0	0.0	0.0	0.0171351	0.0137746	0.0368603	0.0868164	0.587106	2.23133	2.77001	15.8278	1.84958	8.3271	7.02365	3.7592	1.34193	0.78805	3.18817	12.3967	2.5267	3.68964	69.1876	20.4921	10.7678	5.91082	20.8331	3.99141	3.2131
FBgn0037602	CG8021	chr3R	4476805	4477215	6.01267	5.00993	4.25492	6.21326	6.5862	13.8944	10.1238	11.8819	12.9353	8.91057	8.48885	10.1632	20.5674	19.1775	10.9478	11.6738	10.0589	8.83725	9.671	9.31167	15.4125	14.1409	14.6078	10.6182	13.4654	14.7382	16.3328	11.4268	9.94128	11.0968
FBgn0033391	CG8026	chr2R	5074158	5079675	83.2972	10.14171	4.21338	6.38672	12.685309	19.091	21.0459	22.4129	36.18599	36.39956	67.57444	74.8373	56.3177	43.9869	37.4347	20.00944	19.62818	27.73748	28.09055	45.8409	24.5943	26.52478	24.0948	36.14161	29.77925	38.66315	45.68428	41.19185	65.5202	70.52097
FBgn0033392	CG8027	chr2R	5091888	5094754	26.1549	29.088	14.5292	15.2729	17.5681	13.8298	11.5864	9.99538	7.44885	4.71876	14.5694	11.9596	4.32087	4.20862	3.57938	1.67169	2.45268	2.72977	2.92248	3.92283	6.04937	5.66843	3.07351	2.19437	2.94484	3.49922	3.8312	8.05568	16.0358	15.1493
FBgn0031010	CG8028	chrX	19171168	19174414	0.166897	1.934197	10.17542	16.30496	18.17359	5.927796	2.419912	2.620641	5.952463	12.83698	15.32624	10.7189	17.85853	12.97602	21.88958	6.140076	2.24993	0.612724	0.187055	0.210976	0.486611	0.209314	1.46355	12.585979	10.439557	9.53718	13.275647	8.494126	2.039731	3.004461
FBgn0033393	CG8029	chr2R	5094924	5097279	121.6695	72.36186	77.20211	95.6112	106.9151	106.8804	117.2527	162.3419	222.5541	326.8304	486.7119	506.9122	610.54	437.0557	400.0314	258.4573	200.02	179.4632	108.2863	129.5371	70.95386	82.3537	99.482	222.751	208.8159	195.768	238.66	254.5088	173.4063	179.2708
FBgn0038110	CG8031	chr3R	8834104	8837135	35.47221	29.23843	35.40319	52.11663	50.8476	48.43902	49.68667	28.85703	21.85929	17.93892	12.2837	13.5205	13.54763	13.66858	14.14997	29.5673	54.9694	106.5568	124.5831	71.39344	49.6312	36.06684	18.1908	14.66981	17.29734	14.2205	15.12796	23.34677	27.79675	28.83695
FBgn0037606	CG8032	chr3R	4489902	4493494	28.4168	5.775722	3.817996	4.67951	6.293381	9.28099	11.921643	9.98847	8.01007	6.62844	7.08461	7.46794	8.76896	8.74076	8.20255	5.650152	5.824126	6.71119	6.069531	6.35116	8.04101	9.06403	8.14522	6.19885	8.94578	9.506349	8.91611	12.0414	20.9993	21.7043
FBgn0031011	CG8034	chrX	19175261	19192296	18.27578	5.87184	22.63062	40.28056	35.8557	21.676	17.058608	17.934783	26.012	35.00228	37.98628	34.95548	19.453632	15.12988	8.71359	19.68222	32.229547	43.16082	35.29464	40.061691	22.35891	10.648435	6.939071	26.718983	25.607092	21.91251	21.044505	24.23937	15.49601	11.14757
FBgn0037607	CG8036	chr3R	4493589	4499552	317.78	42.5127	47.43253	85.7059	135.6283	270.561	184.233	101.1823	53.6123	82.9774	374.7943	394.978	547.205	480.621	506.4	153.488	112.5604	84.3714	70.6328	94.6454	186.2199	84.48856	75.93719	265.357	422.359	359.0948	453.1585	498.435	324.538	341.201
FBgn0035831	CG8038	chr3L	7970904	7971739	41.4483	26.0705	30.2283	22.8626	22.0684	20.6707	13.135	9.80978	5.79851	6.49983	10.0023	9.56919	14.8383	12.1689	8.35135	7.80868	11.0555	11.6161	8.89079	11.1655	10.2706	8.73447	5.79057	5.74789	7.37439	8.69345	9.99459	16.6953	22.6069	24.8516
FBgn0027554	CG8042	chr3L	7965548	7968146	29.7983	31.02519	26.01095	20.31119	19.526	22.4456	16.8216	16.66858	13.749	15.58312	12.60161	12.7519	15.7675	21.08878	15.65875	19.25991	30.02566	31.63884	31.37715	34.85748	52.8747	65.7204	60.8059	73.7926	115.3403	134.3442	157.9014	18.74067	19.24392	21.40117
FBgn0037610	CG8043	chr3R	4502638	4503955	40.68447	12.60737	20.22939	17.51572	16.14721	19.58351	11.29933	13.02577	10.442939	9.603867	6.80487	7.57296	14.95681	14.895786	11.52694	15.276034	25.56697	32.06589	25.3292	42.6961	63.5314	79.67911	83.33139	92.9579	129.4715	168.9242	208.803	22.28626	24.05939	27.7633
FBgn0033388	CG8046	chr2R	5049187	5052554	0.0	0.1171296	0.119885	0.2392678	0.492858	0.567914	0.925718	0.455636	0.420668	0.214447	0.175378	0.229141	0.183145	0.19652	0.437486	0.4114549	0.854962	0.921953	1.762107	1.485813	0.99978	1.01689	0.471256	0.0	0.745165	0.603576	0.0	0.448632	0.0	0.207963
FBgn0031012	CG8051	chrX	19195353	19201957	0.080689	0.0921768	0.19503	0.355023	0.563753	1.19127	2.06723	5.51332	10.9687	20.4212	46.3612	40.1923	32.6637	31.1151	18.3772	14.9996	10.7451	11.2608	7.67621	3.73283	4.09547	4.34256	5.08709	10.1275	16.8691	16.7038	13.2731	12.7312	6.07577	5.4447
FBgn0034113	CG8060	chr2R	12203779	12208271	4.8024	2.65204	5.16497	5.34043	5.60754	4.02969	5.23178	2.4993	2.98366	2.14662	1.63429	2.41648	2.78003	3.09381	2.68984	3.03857	4.11128	4.75827	4.42364	4.77025	7.05722	5.33477	3.92735	2.01715	3.04497	3.35158	3.58496	4.38569	9.18875	8.69659
FBgn0038597	CG8064	chr3R	14109375	14112470	16.3387	22.1778	36.0053	43.4818	41.0735	30.6698	20.2917	12.4585	9.1077	9.26939	21.1361	18.155	38.1296	16.9049	10.7093	5.73343	7.86335	7.39761	7.24834	7.81746	8.69251	6.519	4.07232	4.91355	5.41502	5.81398	6.83048	19.1285	20.4261	19.6011
FBgn0036075	CG8065	chr3L	10208677	10210080	0.0	0.0961014	0.0232986	0.0357152	0.0287347	0.0109471	0.0352007	0.0235489	0.0554643	0.157293	0.0356382	0.0977119	0.0320334	0.017002	0.16397	3.29183	5.94612	9.53441	7.33613	13.6069	20.2323	25.1202	23.0563	13.4472	29.1792	35.0395	29.8394	0.00976496	0.0	0.0159128
